Filename,MD5 Checksum
/Users/eddycolloton/Downloads/example_dir/image_file_04.HEIC,aafec8f30041246c1aa024fb615c643e
/Users/eddycolloton/Downloads/example_dir/audio_file.mp3,c4371f44b89f7ac290ba01155645fb52
/Users/eddycolloton/Downloads/example_dir/video_file_01.MOV,e212378ccdf56bfcec3ff64ce92c91d0
/Users/eddycolloton/Downloads/example_dir/video_file_02.mp4,ea68fc28315a2c50a9fa0dbea6058641
/Users/eddycolloton/Downloads/example_dir/image_file_02.png,60c6062606c0828e36a8d19ad0e673fa
/Users/eddycolloton/Downloads/example_dir/image_file_03.jpg,01e3759002decaa43d3315a01dd8993b
/Users/eddycolloton/Downloads/example_dir/image_file_01.png,969097d84bc90b3e0afc113c254c3df6
